legId,searchDate,flightDate,startingAirport,destinationAirport,fareBasisCode,travelDuration,elapsedDays,isBasicEconomy,isRefundable,isNonStop,baseFare,totalFare,seatsRemaining,totalTravelDistance,segmentsDepartureTimeEpochSeconds,segmentsDepartureTimeRaw,segmentsArrivalTimeEpochSeconds,segmentsArrivalTimeRaw,segmentsArrivalAirportCode,segmentsDepartureAirportCode,segmentsAirlineName,segmentsAirlineCode,segmentsEquipmentDescription,segmentsDurationInSeconds,segmentsDistance,segmentsCabinCode
23838d7d2f95298c7166b00fcfa5b1c7,2022-05-13,2022-07-02,LGA,OAK,QAA0OHEN,PT15H55M,0,False,False,False,792.57,885.71,6,3005.0,1656766800||1656785400||1656817800,2022-07-02T09:00:00.000-04:00||2022-07-02T13:10:00.000-05:00||2022-07-02T20:10:00.000-07:00,1656776280||1656801480||1656824100,2022-07-02T10:38:00.000-05:00||2022-07-02T15:38:00.000-07:00||2022-07-02T21:55:00.000-07:00,ORD||PDX||OAK,LGA||ORD||PDX,United||Alaska Airlines||Alaska Airlines,UA||AS||AS,Airbus A320||Boeing 737 MAX 9||Embraer 175,9480||16080||6300,720||1742||543,coach||coach||coach
74b6229c54d351a7e43e26c4c897fcb1,2022-09-14,2022-11-03,JFK,ORD,OUAIZSB3,PT6H49M,0,True,False,False,81.86,111.6,7,721.0,1667490000||1667509200,2022-11-03T11:40:00.000-04:00||2022-11-03T17:00:00.000-04:00,1667497320||1667514540,2022-11-03T13:42:00.000-04:00||2022-11-03T17:29:00.000-05:00,CLE||ORD,JFK||CLE,American Airlines||American Airlines,AA||AA,Embraer 175||Boeing 737-800,7320||5340,411||310,coach||coach
782772895226f6cac19a44e4821f14b0,2022-07-25,2022-09-09,DEN,ATL,LUAHZNN1,PT11H35M,0,False,False,False,329.3,382.1,7,1808.0,1662724800||1662744000||1662762360,2022-09-09T06:00:00.000-06:00||2022-09-09T12:20:00.000-05:00||2022-09-09T18:26:00.000-04:00,1662731880||1662753120||1662766500,2022-09-09T08:58:00.000-05:00||2022-09-09T15:52:00.000-04:00||2022-09-09T19:35:00.000-04:00,DFW||CLT||ATL,DEN||DFW||CLT,American Airlines||American Airlines||American Airlines,AA||AA||AA,Airbus A321||Airbus A321||Airbus A320,7080||9120||4140,650||930||228,coach||coach||coach
55547f320bed77999d0139051bb71088,2022-08-14,2022-10-04,BOS,MIA,R7AHZNN3,PT3H30M,0,False,False,True,115.35,138.6,7,1260.0,1664883000,2022-10-04T07:30:00.000-04:00,1664895600,2022-10-04T11:00:00.000-04:00,MIA,BOS,JetBlue Airways,B6,Boeing 737-800,12600,1260,coach
f176d4cee3f75e98c15f94c85ec77838,2022-08-22,2022-09-19,JFK,ORD,KA7QA0MQ,PT7H55M,0,False,False,False,491.17,551.61,9,2197.0,1663587300||1663604640,2022-09-19T07:35:00.000-04:00||2022-09-19T12:24:00.000-04:00,1663598400||1663615800,2022-09-19T10:40:00.000-04:00||2022-09-19T14:30:00.000-05:00,RSW||ORD,JFK||RSW,Delta||United,DL||UA,Boeing 737-800||Airbus A320,11100||11160,1087||1110,coach||coach
5354f011a19b33c9e00ca2eaf2756103,2022-07-31,2022-09-17,BOS,LGA,NUAHZNN3,PT7H34M,0,False,False,False,185.12,228.2,7,627.0,1663414620||1663437600,2022-09-17T07:37:00.000-04:00||2022-09-17T14:00:00.000-04:00,1663420500||1663441860,2022-09-17T09:15:00.000-04:00||2022-09-17T15:11:00.000-04:00,DCA||LGA,BOS||DCA,American Airlines||American Airlines,AA||AA,Airbus A319||Airbus A319,5880||4260,406||221,coach||coach
ddf6167c9aa517c216a5d2cd4b5b6b1f,2022-04-19,2022-04-21,PHL,DFW,V3AGZNN1,PT8H37M,0,False,False,False,252.09,294.6,6,1440.0,1650543900||1650564600,2022-04-21T08:25:00.000-04:00||2022-04-21T14:10:00.000-04:00,1650551040||1650574920,2022-04-21T10:24:00.000-04:00||2022-04-21T16:02:00.000-05:00,CAE||DFW,PHL||CAE,American Airlines||American Airlines,AA||AA,Embraer RJ145||Embraer 175,7140||10320,524||916,coach||coach
c240edc2e4e7eae752f5464dafbe1ef6,2022-07-29,2022-09-04,BOS,DEN,WAA4AKES,PT4H24M,0,False,False,True,217.67,248.6,9,1763.0,1662308400,2022-09-04T12:20:00.000-04:00,1662324240,2022-09-04T14:44:00.000-06:00,DEN,BOS,United,UA,Airbus A320,15840,1763,coach
bcc19397f3f30362ad9e2d500629c31b,2022-07-13,2022-08-31,OAK,PHL,KAUOA0MQ,PT13H40M,1,False,False,False,520.0,587.1,9,2755.0,1661957280||1661974800||1661999160,2022-08-31T07:48:00.000-07:00||2022-08-31T12:40:00.000-07:00||2022-08-31T21:26:00.000-05:00,1661962500||1661990040||1662006480,2022-08-31T09:15:00.000-07:00||2022-08-31T18:54:00.000-05:00||2022-09-01T00:28:00.000-04:00,LAX||ORD||PHL,OAK||LAX||ORD,Delta||United||United,DL||UA||UA,Embraer 175 (Enhanced Winglets)||Boeing 737-900||Boeing 737-900,5220||15240||7320,338||1745||672,coach||coach||coach
f9e8502eae80c8d52369238f7c8b1ea7,2022-04-19,2022-05-03,DFW,DTW,GA14NR,PT12H48M,1,False,False,False,173.2,242.78,0,,1651591200||1651627800,2022-05-03T10:20:00.000-05:00||2022-05-03T21:30:00.000-04:00,1651600680||1651637280,2022-05-03T13:58:00.000-04:00||2022-05-04T00:08:00.000-04:00,MCO||DTW,DFW||MCO,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A320 SHARKLETS||AIRBUS INDUSTRIE A321 SHARKLETS,9480||9480,None||None,coach||coach
4a18ce512f3a59028304b7cb53eceb00,2022-06-18,2022-08-10,OAK,EWR,VA7NR,PT14H18M,1,False,False,False,109.0,216.58,0,,1660186500||1660220700,2022-08-10T19:55:00.000-07:00||2022-08-11T05:25:00.000-07:00,1660192020||1660237980,2022-08-10T21:27:00.000-07:00||2022-08-11T13:13:00.000-04:00,LAS||EWR,OAK||LAS,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A320 SHARKLETS||,5520||17280,None||None,coach||coach
f32cc7878c2415189a369fe37ae8a40d,2022-10-02,2022-10-15,LAX,BOS,N7AHZSN1,PT10H,0,False,False,False,226.98,267.6,5,2794.0,1665846000||1665869040,2022-10-15T08:00:00.000-07:00||2022-10-15T16:24:00.000-05:00,1665857160||1665882000,2022-10-15T13:06:00.000-05:00||2022-10-15T21:00:00.000-04:00,DFW||BOS,LAX||DFW,American Airlines||American Airlines,AA||AA,Airbus A321||Airbus A321,11160||12960,1238||1556,coach||coach
f0d682381acdcc814cfa6876419e3062,2022-09-11,2022-10-06,BOS,DEN,MI7AUEY5,PT10H6M,0,False,False,False,288.37,339.2,7,1806.0,1665080880||1665101400,2022-10-06T14:28:00.000-04:00||2022-10-06T20:10:00.000-04:00,1665085740||1665117240,2022-10-06T15:49:00.000-04:00||2022-10-06T22:34:00.000-06:00,JFK||DEN,BOS||JFK,American Airlines||American Airlines,AA||AA,Embraer 175||Airbus A320,4860||15840,185||1621,coach||coach
2f25ff949d74336a3d4b62c219caff09,2022-09-01,2022-09-13,PHL,SFO,VAA7KKEN,PT10H39M,0,False,False,False,305.12,351.6,4,2519.0,1663100400||1663121520,2022-09-13T16:20:00.000-04:00||2022-09-13T21:12:00.000-05:00,1663108800||1663138740,2022-09-13T17:40:00.000-05:00||2022-09-13T23:59:00.000-07:00,ORD||SFO,PHL||ORD,United||United,UA||UA,Airbus A319||Boeing 737-900,8400||17220,672||1847,coach||coach
e653fc89a3a58fefa92067d2fd4be5f8,2022-06-17,2022-06-28,LAX,DTW,MA0QA0MQ,PT4H22M,1,False,False,True,543.26,598.61,1,1985.0,1656479580,2022-06-28T22:13:00.000-07:00,1656495300,2022-06-29T05:35:00.000-04:00,DTW,LAX,Delta,DL,Boeing 737-900,15720,1985,coach
e330c4f26e2e1891942d6a4b34338e61,2022-08-30,2022-09-08,EWR,CLT,LA7NA0MC,PT6H36M,0,False,False,False,208.37,247.6,9,990.0,1662634860||1662654000,2022-09-08T07:01:00.000-04:00||2022-09-08T12:20:00.000-04:00,1662642600||1662658620,2022-09-08T09:10:00.000-04:00||2022-09-08T13:37:00.000-04:00,ATL||CLT,EWR||ATL,Delta||Delta,DL||DL,Boeing 737-900||Boeing 717,7740||4620,762||228,coach||coach
7d0980dce658b5fbb50ec64acd18a368,2022-08-13,2022-08-30,CLT,DTW,SAA4AFEN,PT3H46M,0,False,False,False,124.65,156.1,9,718.0,1661869500||1661877300,2022-08-30T10:25:00.000-04:00||2022-08-30T12:35:00.000-04:00,1661874600||1661883060,2022-08-30T11:50:00.000-04:00||2022-08-30T14:11:00.000-04:00,IAD||DTW,CLT||IAD,United||United,UA||UA,Embraer 175 (Enhanced Winglets)||Embraer EMB-145,5100||5760,327||391,coach||coach
8e0bcd6a7ed75097d617113b657e1c64,2022-08-28,2022-09-28,ATL,DFW,NVAHZNB3,PT2H24M,0,True,False,True,117.21,140.6,7,725.0,1664366400,2022-09-28T08:00:00.000-04:00,1664375040,2022-09-28T09:24:00.000-05:00,DFW,ATL,American Airlines,AA,Boeing 737-800,8640,725,coach
74f8236fc51894e36c895395029eb0a8,2022-04-23,2022-05-31,BOS,PHL,NUAHZNB3,PT1H43M,0,True,False,True,73.49,93.6,7,280.0,1653998520,2022-05-31T08:02:00.000-04:00,1654004700,2022-05-31T09:45:00.000-04:00,PHL,BOS,American Airlines,AA,Airbus A321,6180,280,coach
a02a3693d8012bf42b996e08b949c185,2022-04-28,2022-05-25,PHL,CLT,SVAGZNN1,PT7H6M,0,False,False,False,108.84,140.6,7,1008.0,1653486240||1653503280,2022-05-25T09:44:00.000-04:00||2022-05-25T14:28:00.000-04:00,1653490980||1653511800,2022-05-25T11:03:00.000-04:00||2022-05-25T16:50:00.000-04:00,BOS||CLT,PHL||BOS,American Airlines||American Airlines,AA||AA,Airbus A321||Boeing 737-800,4740||8520,280||728,coach||coach
f7d111116554e1bc1de1578520a10017,2022-05-19,2022-05-24,LGA,CLT,G3AGZNN1,PT5H1M,0,False,False,False,164.65,200.6,10,548.0,1653408000||1653420300,2022-05-24T12:00:00.000-04:00||2022-05-24T15:25:00.000-04:00,1653412860||1653426060,2022-05-24T13:21:00.000-04:00||2022-05-24T17:01:00.000-04:00,DCA||CLT,LGA||DCA,American Airlines||American Airlines,AA||AA,Airbus A319||Airbus A320,4860||5760,221||327,coach||coach
c7d2de550fc4761f03221717fb702be2,2022-09-16,2022-10-14,BOS,PHL,SVAHZNB3,PT1H33M,0,True,False,True,96.74,118.6,7,280.0,1665786660,2022-10-14T18:31:00.000-04:00,1665792240,2022-10-14T20:04:00.000-04:00,PHL,BOS,American Airlines,AA,Airbus A321,5580,280,coach
45aa8bae8bf5e2c4a64419941d833277,2022-06-23,2022-07-07,JFK,IAD,KA7TA0MC,PT4H52M,0,False,False,False,342.33,391.61,9,591.0,1657189740||1657201380,2022-07-07T06:29:00.000-04:00||2022-07-07T09:43:00.000-04:00,1657194360||1657207260,2022-07-07T07:46:00.000-04:00||2022-07-07T11:21:00.000-04:00,BOS||IAD,JFK||BOS,Delta||United,DL||UA,Embraer 175||Boeing 737 MAX 9,4620||5880,185||406,coach||coach
5bcaef3c4ac9fc7756422147e9b940b3,2022-07-11,2022-08-20,LAX,ORD,G3AIZNN1,PT4H4M,1,False,False,True,305.12,342.6,4,1745.0,1661061360,2022-08-20T22:56:00.000-07:00,1661076000,2022-08-21T05:00:00.000-05:00,ORD,LAX,American Airlines,AA,Boeing 737-800,14640,1745,coach
4ba16aa13f7d3ecfeea36de0675786d4,2022-05-11,2022-05-12,CLT,ORD,O0BHZNN3,PT12H27M,1,False,False,False,141.4,179.71,1,1590.0,1652409060||1652443200,2022-05-12T22:31:00.000-04:00||2022-05-13T08:00:00.000-04:00,1652416800||1652453880,2022-05-13T00:40:00.000-04:00||2022-05-13T09:58:00.000-05:00,BOS||ORD,CLT||BOS,American Airlines||American Airlines,AA||AA,Airbus A321||Boeing 737-800,7740||10680,728||862,coach||coach
27a381e4216adf50d95807ef41c7b6ce,2022-05-27,2022-07-07,LAX,JFK,QA7OA0MC,PT12H43M,0,False,False,False,374.87,432.19,2,2749.0,1657206900||1657238040,2022-07-07T08:15:00.000-07:00||2022-07-07T18:54:00.000-05:00,1657218360||1657252680,2022-07-07T13:26:00.000-05:00||2022-07-07T23:58:00.000-04:00,AUS||JFK,LAX||AUS,Delta||Delta,DL||DL,Airbus A320||Airbus A320,11460||14640,1236||1513,coach||coach
3e9cb6651242309e47f26db96b4da6af,2022-08-12,2022-09-29,EWR,ATL,N7AHZNN3,PT6H50M,0,False,False,False,161.86,196.1,5,773.0,1664460000||1664479980,2022-09-29T10:00:00.000-04:00||2022-09-29T15:33:00.000-04:00,1664467080||1664484600,2022-09-29T11:58:00.000-04:00||2022-09-29T16:50:00.000-04:00,CLT||ATL,EWR||CLT,American Airlines||American Airlines,AA||AA,Boeing 737-800||Canadair Regional Jet 900,7080||4620,545||228,coach||coach
497200dc94cc2a2d1819c95819ad50f6,2022-09-18,2022-10-18,LGA,DEN,KAU4AKBS,PT7H53M,0,True,False,False,82.79,112.6,9,2295.0,1666128540||1666147980,2022-10-18T17:29:00.000-04:00||2022-10-18T21:53:00.000-05:00,1666142580||1666156920,2022-10-18T20:23:00.000-05:00||2022-10-18T23:22:00.000-06:00,IAH||DEN,LGA||IAH,United||United,UA||UA,Embraer 175 (Enhanced Winglets)||Boeing 737-900,14040||8940,1419||876,coach||coach
fa7bbeca056763a4859d89c559dac6e2,2022-06-17,2022-07-24,LGA,DEN,K7CXNR,PT14H54M,0,False,False,False,177.0,284.58,0,,1658671140||1658709000,2022-07-24T09:59:00.000-04:00||2022-07-24T20:30:00.000-04:00,1658682720||1658724780,2022-07-24T13:12:00.000-04:00||2022-07-24T22:53:00.000-06:00,FLL||DEN,LGA||FLL,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A321 SHARKLETS||,11580||15780,None||None,coach||coach
86f9a8fefd6e165e9e6192d5aca40698,2022-08-24,2022-10-02,SFO,DTW,GVAHZNN1,PT7H57M,1,False,False,False,338.6,387.6,1,2087.0,1664779620||1664803200,2022-10-02T23:47:00.000-07:00||2022-10-03T08:20:00.000-05:00,1664794800||1664808240,2022-10-03T06:00:00.000-05:00||2022-10-03T10:44:00.000-04:00,ORD||DTW,SFO||ORD,American Airlines||American Airlines,AA||AA,Boeing 737-800||Embraer RJ145,15180||5040,1847||240,coach||coach
e01ce832de6f29af78a73e026fea6419,2022-06-04,2022-06-09,DFW,PHL,SAA0AKEN,PT9H22M,0,False,False,False,367.44,424.2,6,1562.0,1654795080||1654816740,2022-06-09T12:18:00.000-05:00||2022-06-09T18:19:00.000-05:00,1654799520||1654828800,2022-06-09T13:32:00.000-05:00||2022-06-09T22:40:00.000-04:00,IAH||PHL,DFW||IAH,United||United,UA||UA,Airbus A319||Airbus A320,4440||12060,233||1329,coach||coach
f66e3ee9cf219bd9a5fdee81aff3ccb6,2022-06-28,2022-07-19,OAK,PHL,TA14NR,PT5H23M,1,False,False,True,142.0,198.59,0,,1658272380,2022-07-19T16:13:00.000-07:00,1658291760,2022-07-20T00:36:00.000-04:00,PHL,OAK,Spirit Airlines,NK,,19380,,coach
